item_id,product_category,bullet_point,item_keywords,item_name,product_type,brand,combined_text,text_id,price,rating,sponsor,small_business
B07GNCVKVN,FURNITURE, 24 inch stool counter stool metal stools 24 inches metal stools metal stool industrial stool metal bar stools 24 inches metal counter height stools pioneer square metal bar stools , 24 inch stool counter stool metal stools 24 inches metal stools metal stool industrial stool metal bar stools 24 inches metal counter height stools pioneer square metal bar stools ,Pioneer Square BT3503 24 GR Counter Stool 24 Gray,STOOL_SEATING,Pioneer Square, 24 inch stool counter stool metal stools 24 inches metal stools metal stool industrial stool metal bar stools 24 inches metal counter height stools pioneer square metal bar stools  24 inch stool counter stool metal stools 24 inches metal stools metal stool industrial stool metal bar stools 24 inches metal counter height stools pioneer square metal bar stools Pioneer Square BT3503 24 GR Counter Stool 24 Gray,text112,200-500,star 4-5,yes,yes
B000E610UY,FURNITURE, chairs size chair arms with chaise chase lounge patio furniture patio outdoor yard furniture wood stool prime patio bar padded plus seats outdoor lawn teak , chairs size chair arms with chaise chase lounge patio furniture patio outdoor yard furniture wood stool prime patio bar padded plus seats outdoor lawn teak ,Strathwood Folding Side Chair Set of 2,CHAIR,Strathwood by Amazon.com, chairs size chair arms with chaise chase lounge patio furniture patio outdoor yard furniture wood stool prime patio bar padded plus seats outdoor lawn teak  chairs size chair arms with chaise chase lounge patio furniture patio outdoor yard furniture wood stool prime patio bar padded plus seats outdoor lawn teak Strathwood Folding Side Chair Set of 2,text113,50-100,star 4-5,yes,no
B07H2BTCFZ,FURNITURE, ball cast bedside table nightstand ball and cast end table accent table coffee table tables end tables for living room table end tables console table small end tables coat racks free standing end tables living room end table narrow end table night stand side table , ball cast bedside table nightstand ball and cast end table accent table coffee table tables end tables for living room table end tables console table small end tables coat racks free standing end tables living room end table narrow end table night stand side table ,Ball Cast End Table,TABLE,Ball & Cast, ball cast bedside table nightstand ball and cast end table accent table coffee table tables end tables for living room table end tables console table small end tables coat racks free standing end tables living room end table narrow end table night stand side table  ball cast bedside table nightstand ball and cast end table accent table coffee table tables end tables for living room table end tables console table small end tables coat racks free standing end tables living room end table narrow end table night stand side table Ball Cast End Table,text114,under 50,star 4-5,no,yes
B004C046TA,FURNITURE, low furniture dining coffee table in interiors patio eucalyptus stone outdoor furniture usa indoor strathworth polywood tables lounge table strathwood yard furniture deep seat concrete made patio furniture folding bench StrathTavolaraCollection round white wicker margaritaville surfboard teak cocktail , low furniture dining coffee table in interiors patio eucalyptus stone outdoor furniture usa indoor strathworth polywood tables lounge table strathwood yard furniture deep seat concrete made patio furniture folding bench StrathTavolaraCollection round white wicker margaritaville surfboard teak cocktail ,Strathwood Signature Tavolara Teak Coffee Table,TABLE,Strathwood by Amazon.com, low furniture dining coffee table in interiors patio eucalyptus stone outdoor furniture usa indoor strathworth polywood tables lounge table strathwood yard furniture deep seat concrete made patio furniture folding bench StrathTavolaraCollection round white wicker margaritaville surfboard teak cocktail  low furniture dining coffee table in interiors patio eucalyptus stone outdoor furniture usa indoor strathworth polywood tables lounge table strathwood yard furniture deep seat concrete made patio furniture folding bench StrathTavolaraCollection round white wicker margaritaville surfboard teak cocktail Strathwood Signature Tavolara Teak Coffee Table,text115,under 50,star 4-5,no,no
B07QGWMTJT,FURNITURE, Ravenna Home , Ravenna Home ,Ravenna Home Barstool 29 92 H ,STOOL_SEATING,Ravenna Home, Ravenna Home  Ravenna Home Ravenna Home Barstool 29 92 H ,text116,100-200,star 4-5,no,no
B088MB2KLV,FURNITURE, bookcase sandusky small vintage garage mws361454 home standing mobile storage bookshelf pantry units racks styles unit shelves free plastic , bookcase sandusky small vintage garage mws361454 home standing mobile storage bookshelf pantry units racks styles unit shelves free plastic ,AmazonCommercial Heavy Duty 6 Tier Steel Wire Shelving with Optional Wheels NSF Certified 48 W x 18 D Chrome,SHELF,Amazon Commercial, bookcase sandusky small vintage garage mws361454 home standing mobile storage bookshelf pantry units racks styles unit shelves free plastic  bookcase sandusky small vintage garage mws361454 home standing mobile storage bookshelf pantry units racks styles unit shelves free plastic AmazonCommercial Heavy Duty 6 Tier Steel Wire Shelving with Optional Wheels NSF Certified 48 W x 18 D Chrome,text117,100-200,star 3-4,no,yes
B084W2RH5S,FURNITURE, farmhouse faux leather living armen , farmhouse faux leather living armen ,Stone Beam Vivianne Silla de comedor tapizada con ruedas Textil c amo,CHAIR,Stone & Beam, farmhouse faux leather living armen  farmhouse faux leather living armen Stone Beam Vivianne Silla de comedor tapizada con ruedas Textil c amo,text118,500-1000,star 3-4,yes,no
B072LXGN76,FURNITURE, delta glass furniture cherry ave stands dresser night craft small mid desks tone for nightstand set with stand yard mirrored side entryway farmhouse acadian steel table mirror usb green bedside 2 drawers blue egyptian dressers chairside and occasional of adirondack console chest eames six , delta glass furniture cherry ave stands dresser night craft small mid desks tone for nightstand set with stand yard mirrored side entryway farmhouse acadian steel table mirror usb green bedside 2 drawers blue egyptian dressers chairside and occasional of adirondack console chest eames six ,Stone Beam End Tables,TABLE,Stone & Beam, delta glass furniture cherry ave stands dresser night craft small mid desks tone for nightstand set with stand yard mirrored side entryway farmhouse acadian steel table mirror usb green bedside 2 drawers blue egyptian dressers chairside and occasional of adirondack console chest eames six  delta glass furniture cherry ave stands dresser night craft small mid desks tone for nightstand set with stand yard mirrored side entryway farmhouse acadian steel table mirror usb green bedside 2 drawers blue egyptian dressers chairside and occasional of adirondack console chest eames six Stone Beam End Tables,text119,under 50,star 4-5,no,no
B08554L385,FURNITURE, furmax para sillas mid shell century 4 kitchen clearance faux teens living leather 6 dinning desk comedor bedroom chairs round white eames dinner armen , furmax para sillas mid shell century 4 kitchen clearance faux teens living leather 6 dinning desk comedor bedroom chairs round white eames dinner armen ,Silla de comedor de pl stico con respaldo de listones Rivet Nova juego de 2 21 6 pulgadas de ancho color gris musgo,CHAIR,Rivet, furmax para sillas mid shell century 4 kitchen clearance faux teens living leather 6 dinning desk comedor bedroom chairs round white eames dinner armen  furmax para sillas mid shell century 4 kitchen clearance faux teens living leather 6 dinning desk comedor bedroom chairs round white eames dinner armen Silla de comedor de pl stico con respaldo de listones Rivet Nova juego de 2 21 6 pulgadas de ancho color gris musgo,text120,under 50,star 3-4,no,no
B082P53BBL,FURNITURE, rustic furniture ergo shaped ergonomics pain rests capacity herman serta armrest embody arm arms corner lower 500lbs task steelcase miller boy thick cushion rollerblade best lazy aeron lazboy sea reclines wheels computer big decor mesh chairs basics ex5162 tall duramont westcliffe g13 high , rustic furniture ergo shaped ergonomics pain rests capacity herman serta armrest embody arm arms corner lower 500lbs task steelcase miller boy thick cushion rollerblade best lazy aeron lazboy sea reclines wheels computer big decor mesh chairs basics ex5162 tall duramont westcliffe g13 high ,AmazonCommercial Silla ejecutiva ergon mica con respaldo alto de piel rombo renovada Cuero falso Cuero Crema Marfil,CHAIR,AmazonCommercial, rustic furniture ergo shaped ergonomics pain rests capacity herman serta armrest embody arm arms corner lower 500lbs task steelcase miller boy thick cushion rollerblade best lazy aeron lazboy sea reclines wheels computer big decor mesh chairs basics ex5162 tall duramont westcliffe g13 high  rustic furniture ergo shaped ergonomics pain rests capacity herman serta armrest embody arm arms corner lower 500lbs task steelcase miller boy thick cushion rollerblade best lazy aeron lazboy sea reclines wheels computer big decor mesh chairs basics ex5162 tall duramont westcliffe g13 high AmazonCommercial Silla ejecutiva ergon mica con respaldo alto de piel rombo renovada Cuero falso Cuero Crema Marfil,text121,100-200,star 4-5,no,no
B07QGWLBBC,FURNITURE, rustic furniture furmax para leg room patio mid century set outdoor 4 kitchen clearance gun stackable farmhouse metal table teens legs lucite glam 6 2 dinning ladderback acrylic comedor modern bistro distressed gunmetal tolix chairs folding galvanized white waiting eames industrial ghost , rustic furniture furmax para leg room patio mid century set outdoor 4 kitchen clearance gun stackable farmhouse metal table teens legs lucite glam 6 2 dinning ladderback acrylic comedor modern bistro distressed gunmetal tolix chairs folding galvanized white waiting eames industrial ghost ,Rivet Silla de comedor curvada contempor nea 35 0 in de alto Madera Forest,CHAIR,Rivet, rustic furniture furmax para leg room patio mid century set outdoor 4 kitchen clearance gun stackable farmhouse metal table teens legs lucite glam 6 2 dinning ladderback acrylic comedor modern bistro distressed gunmetal tolix chairs folding galvanized white waiting eames industrial ghost  rustic furniture furmax para leg room patio mid century set outdoor 4 kitchen clearance gun stackable farmhouse metal table teens legs lucite glam 6 2 dinning ladderback acrylic comedor modern bistro distressed gunmetal tolix chairs folding galvanized white waiting eames industrial ghost Rivet Silla de comedor curvada contempor nea 35 0 in de alto Madera Forest,text122,100-200,star 3-4,no,no
